Date,Event,F1,F2,win,draw,nc
2021-02-13,UFC 258: Usman vs. Burns,Kamaru Usman,Gilbert Burns,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Alexa Grasso,Maycee Barber,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Kelvin Gastelum,Ian Heinisch,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Ricky Simon,Brian Kelleher,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Julian Marquez,Maki Pitolo,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Anthony Hernandez,Rodolfo Vieira,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Belal Muhammad,Dhiego Lima,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Polyana Viana,Mallory Martin,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Chris Gutierrez,Andre Ewell,1,0,0
2021-02-13,UFC 258: Usman vs. Burns,Gabe Green,Philip Rowe,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Alexander Volkov,Alistair Overeem,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Cory Sandhagen,Frankie Edgar,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Clay Guida,Michael Johnson,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Alexandre Pantoja,Manel Kape,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Beneil Dariush,Diego Ferreira,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Danilo Marques,Mike Rodriguez,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Devonte Smith,Justin Jaynes,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Karol Rosa,Joselyne Edwards,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Lara Procopio,Molly McCann,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,SeungWoo Choi,Youssef Zalal,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Timur Valiev,Martin Day,1,0,0
2021-02-06,UFC Fight Night: Overeem vs. Volkov,Ode Osbourne,Jerome Rivera,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Dustin Poirier,Conor McGregor,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Michael Chandler,Dan Hooker,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Joanne Calderwood,Jessica Eye,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Makhmud Muradov,Andrew Sanchez,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Marina Rodriguez,Amanda Ribas,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Arman Tsarukyan,Matt Frevola,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Brad Tavares,Antonio Carlos Junior,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Julianna Pena,Sara McMann,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Marcin Prachnio,Khalil Rountree Jr.,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Movsar Evloev,Nik Lentz,1,0,0
2021-01-23,UFC 257: Poirier vs. McGregor,Amir Albazi,Zhalgas Zhumagulov,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Michael Chiesa,Neil Magny,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Warlley Alves,Mounir Lazzez,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Ike Villanueva,Vinicius Moreira,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Viviane Araujo,Roxanne Modafferi,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Matt Schnell,Tyson Nam,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Lerone Murphy,Douglas Silva de Andrade,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Omari Akhmedov,Tom Breese,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Ricky Simon,Gaetano Pirrello,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Su Mudaerji,Zarrukh Adashev,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Dalcha Lungiambula,Markus Perez,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Francisco Figueiredo,Jerome Rivera,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Mike Davis,Mason Jones,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Umar Nurmagomedov,Sergey Morozov,1,0,0
2021-01-20,UFC Fight Night: Chiesa vs. Magny,Manon Fiorot,Victoria Leonardo,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Max Holloway,Calvin Kattar,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Carlos Condit,Matt Brown,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Li Jingliang,Santiago Ponzinibbio,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Alessio Di Chirico,Joaquin Buckley,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Punahele Soriano,Dusko Todorovic,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Joselyne Edwards,Wu Yanan,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Carlos Felipe,Justin Tafa,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Ramazan Emeev,David Zawada,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Vanessa Melo,Sarah Moras,1,0,0
2021-01-16,UFC Fight Night: Holloway vs. Kattar,Austin Lingo,Jacob Kilburn,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Stephen Thompson,Geoff Neal,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Jose Aldo,Marlon Vera,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Michel Pereira,Khaos Williams,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Rob Font,Marlon Moraes,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Marcin Tybura,Greg Hardy,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Anthony Pettis,Alex Morono,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Pannie Kianzad,Sijara Eubanks,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Deron Winn,Antonio Arroyo,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Taila Santos,Gillian Robertson,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Tafon Nchukwi,Jamie Pickett,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Jimmy Flick,Cody Durden,1,0,0
2020-12-19,UFC Fight Night: Thompson vs. Neal,Christos Giagos,Carlton Minus,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo,Brandon Moreno,0,1,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Charles Oliveira,Tony Ferguson,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Mackenzie Dern,Virna Jandiroba,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Kevin Holland,Jacare Souza,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Ciryl Gane,Junior Dos Santos,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Cub Swanson,Daniel Pineda,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Rafael Fiziev,Renato Moicano,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Gavin Tucker,Billy Quarantillo,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Tecia Torres,Sam Hughes,1,0,0
2020-12-12,UFC 256: Figueiredo vs. Moreno,Chase Hooper,Peter Barrett,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Marvin Vettori,Jack Hermansson,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Jamahal Hill,Ovince Saint Preux,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez,Justin Jaynes,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze,John Allan,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Jordan Leavitt,Matt Wiman,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Louis Smolka,Jose Quinonez,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria,Damon Jackson,1,0,0
2020-12-05,UFC Fight Night: Hermansson vs. Vettori,Jake Collier,Gian Villante,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Anthony Smith,Devin Clark,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Miguel Baeza,Takashi Sato,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Parker Porter,Josh Parisian,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Bill Algeo,Spike Carlyle,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Norma Dumont,Ashlee Evans-Smith,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Jonathan Pearce,Kai Kamaka,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Anderson Dos Santos,Martin Day,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Gina Mazany,Rachael Ostovich,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Su Mudaerji,Malcolm Gordon,1,0,0
2020-11-28,UFC Fight Night: Smith vs. Clark,Nate Maness,Luke Sanders,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Deiveson Figueiredo,Alex Perez,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Valentina Shevchenko,Jennifer Maia,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Tim Means,Mike Perry,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Katlyn Chookagian,Cynthia Calvillo,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Paul Craig,Mauricio Rua,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Brandon Moreno,Brandon Royval,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Joaquin Buckley,Jordan Wright,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Antonina Shevchenko,Ariane Lipski,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Nicolas Dalby,Daniel Rodriguez,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Alan Jouban,Jared Gooden,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Kyle Daukaus,Dustin Stoltzfus,1,0,0
2020-11-21,UFC 255: Figueiredo vs. Perez,Sasha Palatnikov,Louis Cosce,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Rafael Dos Anjos,Paul Felder,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Khaos Williams,Abdul Razak Alhassan,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Ashley Yoder,Miranda Granger,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Sean Strickland,Brendan Allen,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Cory McKenna,Kay Hansen,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Kanako Murata,Randa Markos,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Tony Gravely,Geraldo de Freitas,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Alex Morono,Rhys McKee,1,0,0
2020-11-14,UFC Fight Night: Felder vs. Dos Anjos,Don'Tale Mayes,Roque Martinez,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Glover Teixeira,Thiago Santos,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Andrei Arlovski,Tanner Boser,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Raoni Barcelos,Khalid Taha,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Giga Chikadze,Jamey Simmons,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Yan Xiaonan,Claudia Gadelha,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Trevin Giles,Bevon Lewis,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Alexandr Romanov,Marcos Rogerio de Lima,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Darren Elkins,Eduardo Garagorri,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Max Griffin,Ramiz Brahimaj,1,0,0
2020-11-07,UFC Fight Night: Santos vs. Teixeira,Gustavo Lopez,Anthony Birchak,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Uriah Hall,Anderson Silva,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Bryce Mitchell,Andre Fili,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Greg Hardy,Maurice Greene,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Kevin Holland,Charlie Ontiveros,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Thiago Moises,Bobby Green,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Alexander Hernandez,Chris Gruetzemacher,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Adrian Yanez,Victor Rodriguez,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Sean Strickland,Jack Marshman,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Jason Witt,Cole Williams,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Dustin Jacoby,Justin Ledet,1,0,0
2020-10-31,UFC Fight Night: Hall vs. Silva,Miles Johns,Kevin Natividad,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Khabib Nurmagomedov,Justin Gaethje,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Robert Whittaker,Jared Cannonier,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Alexander Volkov,Walt Harris,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Phillip Hawes,Jacob Malkoun,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Lauren Murphy,Liliya Shakirova,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Magomed Ankalaev,Ion Cutelaba,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Tai Tuivasa,Stefan Struve,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Casey Kenney,Nathaniel Wood,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Shavkat Rakhmonov,Alex Oliveira,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Da-Un Jung,Sam Alvey,0,1,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Miranda Maverick,Liana Jojua,1,0,0
2020-10-24,UFC 254: Khabib vs. Gaethje,Joel Alvarez,Alexander Yakovlev,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Brian Ortega,Chan Sung Jung,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Jessica Andrade,Katlyn Chookagian,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Jimmy Crute,Modestas Bukauskas,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,James Krause,Claudio Silva,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Jonathan Martinez,Thomas Almeida,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Guram Kutateladze,Mateusz Gamrot,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Gillian Robertson,Poliana Botelho,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Junyong Park,John Phillips,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Fares Ziam,Jamie Mullarkey,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Maxim Grishin,Gadzhimurad Antigulov,1,0,0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,Said Nurmagomedov,Mark Striegl,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Cory Sandhagen,Marlon Moraes,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Edson Barboza,Makwan Amirkhani,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Marcin Tybura,Ben Rothwell,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Dricus Du Plessis,Markus Perez,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Tom Aspinall,Alan Baudot,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Ilia Topuria,Youssef Zalal,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Tom Breese,KB Bhullar,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Chris Daukaus,Rodrigo Nascimento,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Joaquin Buckley,Impa Kasanganay,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Tony Kelley,Ali AlQaisi,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Giga Chikadze,Omar Morales,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Tracy Cortez,Stephanie Egger,1,0,0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,Tagir Ulanbekov,Bruno Silva,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Holly Holm,Irene Aldana,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Carlos Felipe,Yorgan De Castro,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Germaine de Randamie,Julianna Pena,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Kyler Phillips,Cameron Else,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Dusko Todorovic,Dequan Townsend,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Carlos Condit,Court McGee,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Charles Jourdain,Josh Culibao,0,1,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Nassourdine Imavov,Jordan Williams,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Loma Lookboonmee,Jinh Yu Frey,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Casey Kenney,Heili Alateng,1,0,0
2020-10-03,UFC Fight Night: Holm vs. Aldana,Luigi Vendramini,Jessin Ayari,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Israel Adesanya,Paulo Costa,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Jan Blachowicz,Dominick Reyes,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Brandon Royval,Kai Kara-France,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Ketlen Vieira,Sijara Eubanks,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Hakeem Dawodu,Zubaira Tukhugov,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Brad Riddell,Alex Da Silva,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Jake Matthews,Diego Sanchez,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Ludovit Klein,Shane Young,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,William Knight,Aleksa Camur,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Juan Espino,Jeff Hughes,1,0,0
2020-09-26,UFC 253: Adesanya vs. Costa,Danilo Marques,Khadis Ibragimov,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Colby Covington,Tyron Woodley,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Donald Cerrone,Niko Price,0,0,1
2020-09-19,UFC Fight Night: Covington vs. Woodley,Khamzat Chimaev,Gerald Meerschaert,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Johnny Walker,Ryan Spann,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Mackenzie Dern,Randa Markos,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Kevin Holland,Darren Stewart,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,David Dvorak,Jordan Espinosa,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Damon Jackson,Mirsad Bektic,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Mayra Bueno Silva,Mara Romero Borella,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Jessica-Rose Clark,Sarah Alpar,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Darrick Minner,TJ Laramie,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Randy Costa,Journey Newson,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Andre Ewell,Irwin Rivera,1,0,0
2020-09-19,UFC Fight Night: Covington vs. Woodley,Tyson Nam,Jerome Rivera,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Michelle Waterson,Angela Hill,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Ottman Azaitar,Khama Worthy,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Roxanne Modafferi,Andrea Lee,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Ed Herman,Mike Rodriguez,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Bobby Green,Alan Patrick,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Billy Quarantillo,Kyle Nelson,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Sijara Eubanks,Julia Avila,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Roosevelt Roberts,Kevin Croom,0,0,1
2020-09-12,UFC Fight Night: Waterson vs. Hill,Alexandr Romanov,Roque Martinez,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Jalin Turner,Brok Weaver,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Bryan Barberena,Anthony Ivy,1,0,0
2020-09-12,UFC Fight Night: Waterson vs. Hill,Sabina Mazo,Justine Kish,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Alistair Overeem,Augusto Sakai,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Ovince Saint Preux,Alonzo Menifield,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Michel Pereira,Zelim Imadaev,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Andre Muniz,Bartosz Fabinski,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Brian Kelleher,Ray Rodriguez,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Viviane Araujo,Montana De La Rosa,1,0,0
2020-09-05,UFC Fight Night: Overeem vs. Sakai,Hunter Azure,Cole Smith,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Aleksandar Rakic,Anthony Smith,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Neil Magny,Robbie Lawler,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Alexa Grasso,Ji Yeon Kim,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Ricardo Lamas,Bill Algeo,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Impa Kasanganay,Maki Pitolo,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Zak Cummings,Alessio Di Chirico,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Alex Caceres,Austin Springer,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Sean Brady,Christian Aguilera,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Polyana Viana,Emily Whitmire,1,0,0
2020-08-29,UFC Fight Night: Smith vs. Rakic,Mallory Martin,Hannah Cifers,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Frankie Edgar,Pedro Munhoz,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Mike Rodriguez,Marcin Prachnio,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Joe Solecki,Austin Hubbard,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Shana Dobson,Mariya Agapova,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Daniel Rodriguez,Dwight Grant,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Amanda Lemos,Inoue Mizuki,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Jordan Wright,Ike Villanueva,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Matthew Semelsberger,Carlton Minus,1,0,0
2020-08-22,UFC Fight Night: Munhoz vs. Edgar,Timur Valiev,Trevin Jones,0,0,1
2020-08-15,UFC 252: Miocic vs. Cormier 3,Stipe Miocic,Daniel Cormier,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Marlon Vera,Sean O'Malley,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Jairzinho Rozenstruik,Junior Dos Santos,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Daniel Pineda,Herbert Burns,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Merab Dvalishvili,John Dodson,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Vinc Pichel,Jim Miller,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Virna Jandiroba,Felice Herrig,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Danny Chavez,TJ Brown,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Livinha Souza,Ashley Yoder,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Chris Daukaus,Parker Porter,1,0,0
2020-08-15,UFC 252: Miocic vs. Cormier 3,Kai Kamaka,Tony Kelley,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Derrick Lewis,Aleksei Oleinik,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Chris Weidman,Omari Akhmedov,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Darren Stewart,Maki Pitolo,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Yana Kunitskaya,Julija Stoliarenko,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Beneil Dariush,Scott Holtzman,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Tim Means,Laureano Staropoli,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Kevin Holland,Joaquin Buckley,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Nasrat Haqparast,Alexander Munoz,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Andrew Sanchez,Wellington Turman,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Gavin Tucker,Justin Jaynes,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Youssef Zalal,Peter Barrett,1,0,0
2020-08-08,UFC Fight Night: Lewis vs. Oleinik,Irwin Rivera,Ali AlQaisi,1,0,0
